tracker_name,package_prefix,categories,network_signature,website,source,code_signature
360Dialog,com.threesixtydialog.sdk,Location|Advertisement|Identification|Profiling|Analytics,,https://www.360dialog.com,exodus,com.threesixtydialog.sdk.
ABTasty,com.abtasty,Analytics,abtasty\.com,https://www.abtasty.com,exodus,com.abtasty
ACRA,ch.acra,Crash reporting,,https://www.acra.ch/,exodus,org.acra.|ch.acra.
ACRA,org.acra,Crash reporting,,https://www.acra.ch/,exodus,org.acra.|ch.acra.
ACRCloud,com.acrcloud,Analytics,acrcloud.com|hb-minify-juc1ugur1qwqqqo4.stackpathdns.com,https://acrcloud.com/,exodus,com.acrcloud
AD(X),com.adxcorp.ads,Advertisement,,https://adxcorp.kr/,exodus,com.adxcorp.ads|com.adxcorp.nativead
AD(X),com.adxcorp.nativead,Advertisement,,https://adxcorp.kr/,exodus,com.adxcorp.ads|com.adxcorp.nativead
ADLIB,com.mocoplex.adlib,,adlibr\.com,https://adlibr.com,exodus,com.mocoplex.adlib.
AMoAd,com.amoad,,,https://www.amoad.com,exodus,com.amoad.
ATInternet,com.atinternet,Analytics,ati-host\.net,https://www.atinternet.com/en/,exodus,com.atinternet.
Aarki,com.aarki,Advertisement|Identification|Profiling|Analytics,,https://www.aarki.com,exodus,com.aarki
AccountKit,com.facebook.accountkit,Identification,graph\.accountkit\.com,https://www.accountkit.com/,exodus,com.facebook.accountkit
Actv8me,me.actv8,Location|Advertisement|Identification|Profiling,actv8technologies\.com,https://www.actv8me.com/,exodus,me.actv8
Acuant,com.acuant.acuantcamera,Profiling,frm\.acuant\.net|medicscan\.acuant\.net|services\.assureid\.net,https://www.acuantcorp.com,exodus,com.acuant.acuantcamera
Ad Generation,com.socdm.d.adgeneration,Advertisement,,https://supership.jp/business/adgeneration/,exodus,com.socdm.d.adgeneration.
Ad4Screen,com.ad4screen.sdk,Advertisement,a4\.tl|accengage\.com|ad4push\.com|ad4screen\.com,http://www.ad4screen.com,exodus,com.ad4screen.sdk
AdAdapted,com.adadapted.android.sdk,Advertisement|Analytics,ads\.adadapted\.com,https://www.adadapted.com,exodus,com.adadapted.android.sdk.
AdBuddiz,com.purplebrain.adbuddiz.sdk,Advertisement,sdk\.adbuddiz\.com,http://www.adbuddiz.com/abuse?hl=fr,exodus,com.purplebrain.adbuddiz.sdk.
AdColony,com.adcolony,Advertisement,adc3-launch\.adcolony\.com|adcolony\.com|ads30\.adcolony\.com|androidads20\.adcolony\.com|androidads21\.adcolony\.com|androidads23\.adcolony\.com|events3alt\.adcolony\.com|wd\.adcolony\.com,http://adcolony.com/,exodus,com.adcolony.|com.jirbo.adcolony.
AdColony,com.jirbo.adcolony,Advertisement,adc3-launch\.adcolony\.com|adcolony\.com|ads30\.adcolony\.com|androidads20\.adcolony\.com|androidads21\.adcolony\.com|androidads23\.adcolony\.com|events3alt\.adcolony\.com|wd\.adcolony\.com,http://adcolony.com/,exodus,com.adcolony.|com.jirbo.adcolony.
AdFalcon,com.noqoush.adfalcon.android.sdk,Advertisement,,http://adfalcon.com,exodus,com.noqoush.adfalcon.android.sdk
AdFit (Daum),com.kakao.adfit,,analytics\.ad\.daum\.net|statistics\.videofarm\.daum\.net,https://www.daum.net,exodus,com.kakao.adfit.
AdGateMedia,com.adgatemedia,Advertisement,,https://adgatemedia.com/,exodus,com.adgatemedia.
AdGem,com.adgem.android,Advertisement,,https://adgem.com/,exodus,com.adgem.android.
AdLocus,com.adlocus,Location|Advertisement|Identification|Profiling,,https://adlocus.com,exodus,com.adlocus.
AdMarvel,com.admarvel,Advertisement,,https://www.crunchbase.com/organization/admarvel,exodus,com.admarvel.
AdMuing,com.admuing.danmaku,Advertisement,,https://github.com/admuing,exodus,com.admuing.danmaku.
AdTiming,com.adtiming,Advertisement,,https://www.adtiming.com/,exodus,com.aiming.mdt.|com.adtiming.
AdTiming,com.aiming.mdt,Advertisement,,https://www.adtiming.com/,exodus,com.aiming.mdt.|com.adtiming.
AdTrial,com.adtrial.sdk,Advertisement,,https://adtrial.com/,exodus,com.adtrial.sdk.
Adbrix,com.igaworks.adbrix,Profiling|Analytics,ad-brix\.com,http://ad-brix.com/,exodus,com.igaworks.adbrix
Adcash,com.adcash.mobileads,Advertisement,,https://adcash.com,exodus,com.adcash.mobileads.
Adcenix,com.adcenix,Advertisement,,http://adcenix.com,exodus,com.adcenix.
Add Apt Tr,com.intentsoftware.addapptr,,aatkit\.com,https://www.addapptr.com,exodus,com.intentsoftware.addapptr.
Adform,com.adform.sdk,,adform\.com|adformdsp\.net|adx\.adform\.net|files\.adform\.net|track\.adform\.net,https://site.adform.com,exodus,com.adform.sdk.
Adfurikun,com.glossomads.sdk,Advertisement,adfurikun\.jp|ginf\.adfurikun\.jp,https://adfurikun.jp/adfurikun/,exodus,jp.tjkapp.adfurikunsdk.|com.glossomads.sdk.
Adfurikun,jp.tjkapp.adfurikunsdk,Advertisement,adfurikun\.jp|ginf\.adfurikun\.jp,https://adfurikun.jp/adfurikun/,exodus,jp.tjkapp.adfurikunsdk.|com.glossomads.sdk.
Adincube,com.adincube.sdk,,sdk\.adincube\.com,https://www.adincube.com/,exodus,com.adincube.sdk.
Adjoe,io.adjoe.protection,Advertisement,,https://adjoe.io/,exodus,io.adjoe.sdk.|io.adjoe.protection.
Adjoe,io.adjoe.sdk,Advertisement,,https://adjoe.io/,exodus,io.adjoe.sdk.|io.adjoe.protection.
Adjust,com.adjust.android.sdk,Analytics,adj\.st|adjust\.com|go\.link,https://www.adjust.com/,exodus,com.adjust.sdk.|com.adjust.android.sdk.
Adjust,com.adjust.sdk,Analytics,adj\.st|adjust\.com|go\.link,https://www.adjust.com/,exodus,com.adjust.sdk.|com.adjust.android.sdk.
Adjust Unbotify,com.unbotify.mobile.sdk,Analytics,,https://www.adjust.com/product/unbotify/,exodus,com.unbotify.mobile.sdk.
Admitad,ru.tachos.admitadstatisticsdk,Advertisement,.*\.admitad.com,https://www.admitad.com,exodus,ru.tachos.admitadstatisticsdk
Admixer,com.admixer,Advertisement,admixer\.co\.kr|admixer\.net,http://admixer.co.kr/,exodus,com.admixer|net.admixer.sdk
Admixer,net.admixer.sdk,Advertisement,admixer\.co\.kr|admixer\.net,http://admixer.co.kr/,exodus,com.admixer|net.admixer.sdk
Admost,admost.adserver,Advertisement,cdn\-api\.admost\.com|go\.admost\.com|med\-api\.admost\.com,https://admost.com/,exodus,admost.sdk.|admost.adserver.
Admost,admost.sdk,Advertisement,cdn\-api\.admost\.com|go\.admost\.com|med\-api\.admost\.com,https://admost.com/,exodus,admost.sdk.|admost.adserver.
Adobe Experience Cloud,com.adobe.marketing.mobile,,,https://www.adobe.com/experience-cloud.html,exodus,com.adobe.marketing.mobile
Adot,com.adotmob,,sdk\.adotmob\.com|sync\.adotmob\.com|tracker\.adotmob\.com,https://we-are-adot.com/,exodus,com.adotmob
AdsWizz,.adswizz,,adswizz\.com|cdn\.adswizz.com\.edgesuite\.net,http://www.adswizz.com/,exodus,.adswizz.
AerServ,com.aerserv.sdk,Advertisement,ads\.aerserv\.com|debug\.aerserv\.com,https://www.aerserv.com/,exodus,com.aerserv.sdk.
Airpush,com.airpush,Advertisement,api\.airpush\.com|apidm\.airpush\.com|apistaging\.airpush\.com|apportal\.airpush\.com|appwall\.api\.airpush\.com|beta\.airpush\.com|cdnap\.airpush\.com|m\.airpush\.com,https://airpush.com/,exodus,com.airpush.
Akamai MAP,com.akamai.android.sdk.akamap,Analytics,,https://www.akamai.com/,exodus,com.akamai.android.sdk.AkaMap
Alimama (formerly AdsMogo),com.adsmogo,Advertisement,\.alimama\.|\.adsmogo\.,https://www.alimama.com/,exodus,com.adsmogo.|com.alimama.
Alimama (formerly AdsMogo),com.alimama,Advertisement,\.alimama\.|\.adsmogo\.,https://www.alimama.com/,exodus,com.adsmogo.|com.alimama.
Alohalytics,org.alohalytics,Analytics,,https://github.com/biodranik/Alohalytics,exodus,org.alohalytics.
Alooma,com.github.aloomaio.androidsdk,Analytics,inputs\.alooma\.com,https://www.alooma.com,exodus,com.github.aloomaio.androidsdk
Alphonso,tv.alphonso.service,Analytics,api\.alphonso\.tv|prov\.alphonso\.tv,http://alphonso.tv,exodus,tv.alphonso.service
AltBeacon,com.altbeacon.beacon,,data.\altbeacon\.org,https://altbeacon.org,exodus,org.altbeacon.beacon.|com.altbeacon.beacon.|org.altbeacon.bluetooth.
AltBeacon,org.altbeacon.beacon,,data.\altbeacon\.org,https://altbeacon.org,exodus,org.altbeacon.beacon.|com.altbeacon.beacon.|org.altbeacon.bluetooth.
AltBeacon,org.altbeacon.bluetooth,,data.\altbeacon\.org,https://altbeacon.org,exodus,org.altbeacon.beacon.|com.altbeacon.beacon.|org.altbeacon.bluetooth.
Altamob,com.altamob.sdk,Advertisement,api\.altamob\.com,https://www.altamob.com/en/index.html,exodus,com.altamob.sdk
Amazon Advertisement,com.amazon.device.ads,,,https://developer.amazon.com/public/apis/earn/mobile-ads/docs/quick-start,exodus,com.amazon.device.ads
Amazon Analytics (Amazon insights),com.amazon.insights,Analytics,mobileanalytics\.us-east-1\.amazonaws\.com,https://developer.amazon.com/docs/apps-and-games/sdk-downloads.html,exodus,com.amazon.insights|com.amazonaws.mobileconnectors.pinpoint.analytics.|com.amazonaws.mobileconnectors.amazonmobileanalytics
Amazon Analytics (Amazon insights),com.amazonaws.mobileconnectors.amazonmobileanalytics,Analytics,mobileanalytics\.us-east-1\.amazonaws\.com,https://developer.amazon.com/docs/apps-and-games/sdk-downloads.html,exodus,com.amazon.insights|com.amazonaws.mobileconnectors.pinpoint.analytics.|com.amazonaws.mobileconnectors.amazonmobileanalytics
Amazon Analytics (Amazon insights),com.amazonaws.mobileconnectors.pinpoint.analytics,Analytics,mobileanalytics\.us-east-1\.amazonaws\.com,https://developer.amazon.com/docs/apps-and-games/sdk-downloads.html,exodus,com.amazon.insights|com.amazonaws.mobileconnectors.pinpoint.analytics.|com.amazonaws.mobileconnectors.amazonmobileanalytics
Amazon Mobile Analytics (Amplify),com.amplifyframework.analytics,Analytics,,https://aws.amazon.com/amplify/,exodus,com.amplifyframework.analytics.
Amazon Mobile Associates,com.amazon.device.associates,,,https://developer.amazon.com/mobile-associates,exodus,com.amazon.device.associates
Amobee,com.amobee,,amobee\.com,https://amobee.com,exodus,com.amobee.
Amplitude,com.amplitude,Profiling|Analytics,amplitude\.com|api\.amplitude\.com,http://www.amplitude.com,exodus,com.amplitude.
Anagog,com.anagog.jedai,Location|Analytics,,https://anagog.com,exodus,com.anagog.jedai
Analytics by NPAW (Youbora Suite),com.npaw.youbora,Location|Profiling|Analytics,,https://nicepeopleatwork.com/,exodus,com.npaw.youbora.
Anvato (A Google Company),com.anvato.androidsdk,Location|Advertisement|Identification|Profiling|Analytics,.*\.anvato\.net,https://cloud.google.com/solutions/media-entertainment/?a=2,exodus,com.anvato.androidsdk.
AnySDK,com.anysdk.framework.adswrapper,Advertisement|Analytics,,http://www.anysdk.com/,exodus,com.anysdk.framework.AnalyticsWrapper|com.anysdk.framework.AdsWrapper
AnySDK,com.anysdk.framework.analyticswrapper,Advertisement|Analytics,,http://www.anysdk.com/,exodus,com.anysdk.framework.AnalyticsWrapper|com.anysdk.framework.AdsWrapper
AppAnalytics,io.appanalytics.sdk,Analytics,,http://appanalytics.io/,exodus,io.appanalytics.sdk
AppBrain,com.appbrain,,sdk\.appbrain\.com,https://www.appbrain.com/info/help/sdk/index.html,exodus,com.appbrain.
AppLovin (MAX and SparkLabs),com.applovin,Advertisement|Identification|Profiling|Analytics,applovin\.com|applvn\.com,https://www.applovin.com/,exodus,com.applovin
AppMetrica,com.yandex.metrica,,analytics\.mobile\.yandex\.net|appmetrica\.yandex\.com|banners-slb\.mobile\.yandex\.net|banners\.mobile\.yandex\.net|mc\.yandex\.ru|report\.appmetrica\.yandex\.net|startup\.mobile\.yandex\.net,https://tech.yandex.com/metrica-mobile-sdk/,exodus,com.yandex.metrica.
AppMonet,com.monet,,,http://appmonet.com,exodus,com.monet.
AppNexus,com.appnexus.opensdk,,247realmedia\.com|adnxs\.com|appnexus\.com|appnexus\.net,https://www.appnexus.com/,exodus,com.appnexus.opensdk.
AppSee,com.appsee,Identification|Profiling|Analytics,api\.appsee\.com,https://www.appsee.com/,exodus,com.appsee.
AppVador,com.appvador.ads,Advertisement,,http://www.appvador.com/,exodus,com.appvador.ads.
Appcelerator Analytics,com.appcelerator.aps,Analytics,appcelerator\.com|appcelerator\.net,https://www.appcelerator.com,exodus,com.appcelerator.aps.|org.appcelerator.titanium.analytics
Appcelerator Analytics,org.appcelerator.titanium.analytics,Analytics,appcelerator\.com|appcelerator\.net,https://www.appcelerator.com,exodus,com.appcelerator.aps.|org.appcelerator.titanium.analytics
Appdynamics,com.appdynamics,Profiling|Analytics,eum-appdynamics\.com|appdynamics\.com,https://www.appdynamics.com/,exodus,com.appdynamics.
Applause,com.applause.android,Analytics|Crash reporting,,http://www.applause.com,exodus,com.applause.android.
Appnext,com.appnext.sdk,,appnext.com,https://www.appnext.com/,exodus,com.appnext.sdk
Appodeal,com.appodeal.ads,,appodeal\.com|appodealx\.com,https://www.appodeal.com,exodus,com.appodeal.ads.|com.appodealx.
Appodeal,com.appodealx,,appodeal\.com|appodealx\.com,https://www.appodeal.com,exodus,com.appodeal.ads.|com.appodealx.
Appodeal Stack,com.explorestack,Advertisement|Analytics,,https://appodealstack.com/about/,exodus,com.explorestack.
AppsFlyer,com.appsflyer,Analytics,appsflyer\.com,http://AppsFlyer.com,exodus,com.appsflyer.
AppsGeyser,com.appsgeyser.multitabapp.videoplayeractivity,Advertisement,,https://appsgeyser.com/,exodus,com.appsgeyser.sdk|com.appsgeyser.multiTabApp.VideoPlayerActivity
AppsGeyser,com.appsgeyser.sdk,Advertisement,,https://appsgeyser.com/,exodus,com.appsgeyser.sdk|com.appsgeyser.multiTabApp.VideoPlayerActivity
Apptentive,com.apptentive,Analytics,api\.apptentive\.com,https://www.apptentive.com/,exodus,com.apptentive.
Apptimize,com.apptimize,Analytics,brahe\.apptimize\.com|md-a-c\.apptimize\.com|md-a-s\.apptimize\.com,http://www.apptimize.com,exodus,com.apptimize.
Apsalar,com.apsalar.sdk,Advertisement|Profiling|Analytics,e-ssl\.apsalar\.com|e\.apsalar\.com,https://singular.net,exodus,com.apsalar.sdk.
Apteligent by VMWare (formerly Crittercism),com.crittercism.app.crittercism,,api\.crittercism\.com|appload\.ingest\.crittercism\.com|txn\.ingest\.crittercism\.com,http://www.apteligent.com,exodus,com.crittercism.app.Crittercism
Areametrics,com.areametrics.areametricssdk,Analytics,areametrics\.com,https://areametrics.com/,exodus,com.areametrics.areametricssdk|com.areametrics.nosdkandroid
Areametrics,com.areametrics.nosdkandroid,Analytics,areametrics\.com,https://areametrics.com/,exodus,com.areametrics.areametricssdk|com.areametrics.nosdkandroid
Audience Studio (Krux),com.krux.androidsdk,Profiling|Analytics,krxd\.net,https://www.salesforce.com/products/marketing-cloud/data-management/?mc=DMP,exodus,com.krux.androidsdk
Auditude,com.auditude.ads,,auditude\.com,https://www.adobe.com/privacy/policies/auditude.html,exodus,com.auditude.ads
AutoNavi / Amap,com.amap.api,Location,grid\.amap\.com|tm\.amap\.com|mst[0-9]*\.is\.autonavi\.com|mt[0-9]*\.google\.cn|abroad\.apilocate\.amap\.com|apilocate\.amap\.com|restapi\.amap\.com|yuntuapi\.amap\.com|m5\.amap\.com|wb\.amap\.com|wb\.amap\.com|wb\.amap\.com|wb\.amap\.com|apiinit\.amap\.com|restapi\.amap\.com|logs\.amap\.com|cgicol\.amap\.com|lbs\.amap\.com|wap\.amap\.com,https://mobile.amap.com/,exodus,com.amap.api
Axonix,com.axonix.android.sdk,,ads\.mobclix\.com|axonix\.com|data\.mobclix\.com|mobclix\.com|s\.mobclix\.com,http://axonix.com/,exodus,com.axonix.android.sdk|com.mobclix.android.sdk
Axonix,com.mobclix.android.sdk,,ads\.mobclix\.com|axonix\.com|data\.mobclix\.com|mobclix\.com|s\.mobclix\.com,http://axonix.com/,exodus,com.axonix.android.sdk|com.mobclix.android.sdk
Backelite,com.backelite.android,Analytics,backelite\.com,https://www.backelite.com/,exodus,com.backelite.android.|com.backelite.bkdroid.
Backelite,com.backelite.bkdroid,Analytics,backelite\.com,https://www.backelite.com/,exodus,com.backelite.android.|com.backelite.bkdroid.
Backtrace,backtraceio.library,Crash reporting,backtrace\.io,https://backtrace.io,exodus,com.github.backtrace-labs.|backtraceio.library.
Backtrace,com.github.backtrace-labs,Crash reporting,backtrace\.io,https://backtrace.io,exodus,com.github.backtrace-labs.|backtraceio.library.
Baidu APPX,com.baidu.appx,,,https://app.baidu.com/,exodus,com.baidu.appx
Baidu Location,com.baidu.location,,,https://developer.baidu.com/,exodus,com.baidu.location
Baidu Map,com.baidu.mapapi,,,http://lbsyun.baidu.com/,exodus,com.baidu.mapapi
Baidu Maps,com.baidu.baidumap,,map\.baidu\.com,https://map.baidu.com,exodus,com.baidu.BaiduMap
Baidu Mobile Ads,com.baidu.mobads,,,https://developer.baidu.com/,exodus,com.baidu.mobads
Baidu Mobile Stat,com.baidu.mobstat,Analytics,,https://developer.baidu.com/,exodus,com.baidu.mobstat
Baidu Navigation,com.baidu.navi,,,http://lbsyun.baidu.com/index.php?title=android-navsdk,exodus,com.baidu.navi
Batch,com.batch.android,Profiling|Analytics,batch\.com,https://batch.com,exodus,com.batch.android.
Bazaarvoice,com.bazaarvoice.bvandroidsdk,Location|Analytics,,https://www.bazaarvoice.com/,exodus,com.bazaarvoice.bvandroidsdk
BeaconsInSpace (Fysical),com.beaconsinspace.android.beacon.detector,Location,,https://beaconsinspace.com,exodus,com.beaconsinspace.android.beacon.detector.
Beintoo,com.beintoo.nucleon,Location|Advertisement|Profiling|Analytics,,https://beintoo.com/,exodus,com.beintoo.nucleon
BidMachine,io.bidmachine,Advertisement,,https://bidmachine.io/,exodus,io.bidmachine.
Bitly,com.bitly.bitly,,,https://bitly.com/,exodus,com.bitly.Bitly
Blesh,com.blesh.sdk,Location,,https://www.blesh.com/,exodus,com.blesh.sdk.
BlueConic,com.blueconic,Analytics,,https://www.blueconic.com,exodus,com.blueconic
BlueKai (acquired by Oracle),com.bluekai.sdk,Analytics,stags\.bluekai\.com|tags\.bluekai\.com,http://bluekai.com/registry/,exodus,com.bluekai.sdk.
Bluecats,com.bluecats.sdk,Location,,https://www.bluecats.com/,exodus,com.bluecats.sdk
Bolts,com.parse.bolts,Analytics,,https://github.com/BoltsFramework/Bolts-Android,exodus,com.parse.bolts
Branch,io.branch,Analytics,api\.branch\.io,https://branch.io/,exodus,io.branch.
Braze (formerly Appboy),com.appboy,Location|Advertisement|Analytics,appboy\.com,https://www.braze.com,exodus,com.appboy
Brightcove,com.brightcove,,metrics\.brightcove\.com,https://www.brightcove.com,exodus,com.brightcove
BugSense,com.bugsense.trace,Crash reporting,,http://www.bugsense.com/,exodus,com.bugsense.trace.
Bugfender,com.bugfender.sdk,Analytics|Crash reporting,,https://bugfender.com/,exodus,com.bugfender.sdk.
Bugly,com.tencent.bugly,,bugly\.qq\.com,https://bugly.qq.com/v2/,exodus,com.tencent.bugly.
Bugsee,com.bugsee.library.bugsee,Crash reporting,,https://www.bugsee.com/,exodus,com.bugsee.library.Bugsee
Bugsnag,com.bugsnag,Crash reporting,,https://www.bugsnag.com/,exodus,com.bugsnag.
Button,com.usebutton.sdk,Identification|Profiling|Analytics,\.usebutton.com,https://www.usebutton.com,exodus,com.usebutton.sdk.
BuzzAd Benefit,com.buzzvil,Advertisement,,https://buzzvil.atlassian.net/wiki/spaces/BDG/pages/486834313/BuzzAd-Benefit+Android+SDK,exodus,com.buzzvil.
CallDorado,com.calldorado.android,Advertisement,,http://calldorado.com,exodus,com.calldorado.android
Carnival,com.carnival.sdk,Analytics,devices\.carnivalmobile\.com,http://carnival.io/,exodus,com.carnival.sdk|com.carnivalmobile
Carnival,com.carnivalmobile,Analytics,devices\.carnivalmobile\.com,http://carnival.io/,exodus,com.carnival.sdk|com.carnivalmobile
Carto (formerly Nutiteq),com.carto,Location|Advertisement,,https://carto.com,exodus,com.nutiteq|com.carto
Carto (formerly Nutiteq),com.nutiteq,Location|Advertisement,,https://carto.com,exodus,com.nutiteq|com.carto
Cauly,com.cauly.android.ad,Advertisement,ad\.cauly\.co\.kr,https://www.cauly.net,exodus,com.fsn.cauly|com.trid.tridad|com.cauly.android.ad.
Cauly,com.fsn.cauly,Advertisement,ad\.cauly\.co\.kr,https://www.cauly.net,exodus,com.fsn.cauly|com.trid.tridad|com.cauly.android.ad.
Cauly,com.trid.tridad,Advertisement,ad\.cauly\.co\.kr,https://www.cauly.net,exodus,com.fsn.cauly|com.trid.tridad|com.cauly.android.ad.
Cedexis Radar,com.cedexis,Location,cedexis\-radar\.net|cedexis\.com|radar\.cedexis\.com,https://www.cedexis.com/,exodus,com.cedexis
ChartBoost,com.chartboost.sdk,,\.chartboost\.com,https://answers.chartboost.com/en-us/,exodus,com.chartboost.sdk.
Chartbeat,com.chartbeat.androidsdk,Analytics,.chartbeat\.com|.chartbeat\.net,https://chartbeat.com/,exodus,com.chartbeat.androidsdk
Cheetah Ads,com.cmcm,,cmcm\.com,https://www.cmcm.com/,exodus,com.cmcm.
Cifrasoft,com.cifrasoft,Location|Advertisement|Identification,\.tele\.fm,http://cifrasoft.com,exodus,com.cifrasoft.
CleverTap,com.clevertap,Location|Profiling|Analytics,wzrkt\.com,https://clevertap.com/,exodus,com.clevertap.
Cloudmobi,com.cloudtech,,api\.cloudmobi\.net|cloudmobi\.net|logger\.cloudmobi\.net|vast\.cloudmobi\.net,http://www.cloudmobi.net/,exodus,com.cloudtech.
Colocator,net.crowdconnected.androidcolocator,Analytics,colocator\.net,https://developers.colocator.net,exodus,net.crowdconnected.androidcolocator
ComScore,com.comscore,Advertisement|Analytics,comscore\.com,https://comscore.com/,exodus,com.comscore.
Conversant,com.conversantmedia,,conversantmedia\.com,https://www.conversantmedia.com,exodus,com.conversantmedia|com.greystripe.android.
Conversant,com.greystripe.android,,conversantmedia\.com,https://www.conversantmedia.com,exodus,com.conversantmedia|com.greystripe.android.
Conviva,com.conviva,,cws\.conviva\.com,https://www.conviva.com/,exodus,com.conviva.
CoolaData,com.cooladata.android,Profiling|Analytics,,https://www.cooladata.com/,exodus,com.cooladata.android.
Coulus Coelib,coelib.c.couluslibrary,Advertisement,,https://measurementsys.com/index.php#appdev,exodus,coelib.c.couluslibrary
Countly,ly.count.android,Profiling|Analytics,,https://count.ly/,exodus,ly.count.android.
Criteo,com.criteo,,criteo\.com,https://www.criteo.com/,exodus,com.criteo.
Cuebiq,com.cuebiq.cuebiqsdk.model.collector,Location|Analytics,cuebiq\.com,http://www.cuebiq.com/,exodus,com.cuebiq.cuebiqsdk.model.Collector|com.cuebiq.cuebiqsdk.receiver.CoverageReceiver
Cuebiq,com.cuebiq.cuebiqsdk.receiver.coveragereceiver,Location|Analytics,cuebiq\.com,http://www.cuebiq.com/,exodus,com.cuebiq.cuebiqsdk.model.Collector|com.cuebiq.cuebiqsdk.receiver.CoverageReceiver
DOV-E,com.dv.dvsdk,Advertisement,\.dov-e\.com,https://www.dov-e.com/,exodus,com.dv.DVSDK
Demdex,com.adobe.mobile.analytics,Analytics,demdex\.net,https://www.adobe.com/data-analytics-cloud/audience-manager.html,exodus,com.adobe.mobile.Analytics|com.adobe.mobile.Config.
Demdex,com.adobe.mobile.config,Analytics,demdex\.net,https://www.adobe.com/data-analytics-cloud/audience-manager.html,exodus,com.adobe.mobile.Analytics|com.adobe.mobile.Config.
Didomi,io.didomi.sdk,Analytics,,https://www.didomi.io/,exodus,io.didomi.sdk.
Display,io.display,,display.io,https://www.display.io/en/,exodus,io.display.
Duapps,com.duapps,,duapps\.com,http://ad.duapps.com/,exodus,com.duapps.
Dynamic Yield,com.dynamicyield,Analytics,adm\.dynamicyield\.com|api\.dynamicyield\.com|cdn\.dynamicyield\.com|px\.dynamicyield\.com|st\.dynamicyield\.com,https://www.dynamicyield.com,exodus,com.dynamicyield.
Dynatrace,com.dynatrace.agent,Analytics,\.dynatrace\.com,https://www.dynatrace.com,exodus,com.dynatrace.android.app|com.dynatrace.agent|com.dynatrace.tools
Dynatrace,com.dynatrace.android.app,Analytics,\.dynatrace\.com,https://www.dynatrace.com,exodus,com.dynatrace.android.app|com.dynatrace.agent|com.dynatrace.tools
Dynatrace,com.dynatrace.tools,Analytics,\.dynatrace\.com,https://www.dynatrace.com,exodus,com.dynatrace.android.app|com.dynatrace.agent|com.dynatrace.tools
Emarsys Predict,com.emarsys.predict,,recommender\.scarabresearch\.com,https://help.emarsys.com/hc/categories/115000670425-Predict,exodus,com.emarsys.predict
Enhance,co.enhance.enhance,,app-config\.enhance\.co|data-location\.enhance\.co,https://enhance.co,exodus,co.enhance.Enhance
